Timestamp,Human readable date,weather_station_865733023974652_solar_radiation
1628810719778,2021-08-12 18:25:19,0.0
1628810422069,2021-08-12 18:20:22,0.0
1628810119689,2021-08-12 18:15:19,0.0
1628809838968,2021-08-12 18:10:38,0.0
1628809521843,2021-08-12 18:05:21,0.0
1628809221524,2021-08-12 18:00:21,5.0
1628808917383,2021-08-12 17:55:17,37.0
1628808654446,2021-08-12 17:50:54,54.0
1628808319996,2021-08-12 17:45:19,65.0
1628808023941,2021-08-12 17:40:23,62.0
1628807707206,2021-08-12 17:35:07,54.0
1628807411401,2021-08-12 17:30:11,87.0
1628807111193,2021-08-12 17:25:11,120.0
1628806825929,2021-08-12 17:20:25,133.0
1628806511103,2021-08-12 17:15:11,140.0
1628806217287,2021-08-12 17:10:17,144.0
1628805911176,2021-08-12 17:05:11,203.0
1628805612062,2021-08-12 17:00:12,203.0
1628805308357,2021-08-12 16:55:08,59.0
1628805007929,2021-08-12 16:50:07,64.0
1628804708856,2021-08-12 16:45:08,73.0
1628804390181,2021-08-12 16:39:50,69.0
1628804093110,2021-08-12 16:34:53,69.0
1628803794456,2021-08-12 16:29:54,69.0
1628803491535,2021-08-12 16:24:51,79.0
1628803196767,2021-08-12 16:19:56,113.0
1628802894387,2021-08-12 16:14:54,120.0
1628802596733,2021-08-12 16:09:56,136.0
1628802287109,2021-08-12 16:04:47,379.0
1628802037632,2021-08-12 16:00:37,150.0
1628801678514,2021-08-12 15:54:38,393.0
1628801376171,2021-08-12 15:49:36,391.0
1628801076417,2021-08-12 15:44:36,362.0
1628798369228,2021-08-12 14:59:29,531.0
1628798069187,2021-08-12 14:54:29,239.0
1628797771930,2021-08-12 14:49:31,333.0
1628797469563,2021-08-12 14:44:29,583.0
1628797170331,2021-08-12 14:39:30,578.0
1628796867570,2021-08-12 14:34:27,412.0
1628796589782,2021-08-12 14:29:49,395.0
1628796270729,2021-08-12 14:24:30,232.0
1628795971148,2021-08-12 14:19:31,551.0
1628795666244,2021-08-12 14:14:26,511.0
1628793887613,2021-08-12 13:44:47,395.0
1628793565751,2021-08-12 13:39:25,542.0
1628793236415,2021-08-12 13:33:56,417.0
1628792936709,2021-08-12 13:28:56,562.0
1628792651567,2021-08-12 13:24:11,552.0
1628792336857,2021-08-12 13:18:56,315.0
1628792034721,2021-08-12 13:13:54,319.0
1628791735152,2021-08-12 13:08:55,620.0
1628791416730,2021-08-12 13:03:36,611.0
1628791110789,2021-08-12 12:58:30,527.0
1628790823769,2021-08-12 12:53:43,644.0
1628790493487,2021-08-12 12:48:13,236.0
1628790195826,2021-08-12 12:43:15,225.0
1628789842150,2021-08-12 12:37:22,224.0
1628789541603,2021-08-12 12:32:21,216.0
1628789300402,2021-08-12 12:28:20,221.0
1628788935712,2021-08-12 12:22:15,233.0
1628788686876,2021-08-12 12:18:06,264.0
1628788336177,2021-08-12 12:12:16,407.0
1628788015829,2021-08-12 12:06:55,345.0
1628787690545,2021-08-12 12:01:30,400.0
1628787415377,2021-08-12 11:56:55,453.0
1628787053582,2021-08-12 11:50:53,372.0
1628786745951,2021-08-12 11:45:45,321.0
1628786445583,2021-08-12 11:40:45,404.0
1628786139791,2021-08-12 11:35:39,264.0
1628785861055,2021-08-12 11:31:01,281.0
1628785545865,2021-08-12 11:25:45,277.0
1628785246038,2021-08-12 11:20:46,420.0
1628784946852,2021-08-12 11:15:46,355.0
1628784719752,2021-08-12 11:11:59,357.0
1628784029289,2021-08-12 11:00:29,321.0
1628783783609,2021-08-12 10:56:23,292.0
1628783432347,2021-08-12 10:50:32,383.0
1628783095533,2021-08-12 10:44:55,278.0
1628782798605,2021-08-12 10:39:58,239.0
1628782458866,2021-08-12 10:34:18,241.0
1628782153920,2021-08-12 10:29:13,230.0
1628781854651,2021-08-12 10:24:14,226.0
1628781555810,2021-08-12 10:19:15,221.0
1628781257064,2021-08-12 10:14:17,221.0
1628780954961,2021-08-12 10:09:14,208.0
1628780654389,2021-08-12 10:04:14,215.0
1628780357854,2021-08-12 09:59:17,214.0
1628780096253,2021-08-12 09:54:56,216.0
1628779757375,2021-08-12 09:49:17,224.0
1628779464276,2021-08-12 09:44:24,214.0
1628779143386,2021-08-12 09:39:03,225.0
1628778852385,2021-08-12 09:34:12,225.0
1628778527389,2021-08-12 09:28:47,268.0
1628778265698,2021-08-12 09:24:25,268.0
1628777927869,2021-08-12 09:18:47,243.0
1628777627374,2021-08-12 09:13:47,230.0
1628777330810,2021-08-12 09:08:50,209.0
1628777002846,2021-08-12 09:03:22,201.0
1628776700105,2021-08-12 08:58:20,144.0
1628776399185,2021-08-12 08:53:19,135.0
1628776097503,2021-08-12 08:48:17,116.0
1628775798336,2021-08-12 08:43:18,100.0
1628775501131,2021-08-12 08:38:21,59.0
1628775165314,2021-08-12 08:32:45,45.0
1628774865586,2021-08-12 08:27:45,40.0
1628774565284,2021-08-12 08:22:45,35.0
1628774265218,2021-08-12 08:17:45,37.0
1628773965380,2021-08-12 08:12:45,36.0
1628773665636,2021-08-12 08:07:45,33.0
1628773367532,2021-08-12 08:02:47,29.0
1628773065434,2021-08-12 07:57:45,22.0
1628772780133,2021-08-12 07:53:00,17.0
1628772468086,2021-08-12 07:47:48,9.0
1628772157212,2021-08-12 07:42:37,5.0
1628771856853,2021-08-12 07:37:36,5.0
1628771543467,2021-08-12 07:32:23,5.0
1628771245272,2021-08-12 07:27:25,5.0
1628770940301,2021-08-12 07:22:20,5.0
1628770643476,2021-08-12 07:17:23,5.0
